http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=07LIN/ALG_1584	07LIN/ALG	spectrophotometry	A	1.1.1.87	homoisocitrate dehydrogenase	C05662 + C00003 = C00322 + C00288 + C00004	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq) + NAD(ox) = 2-oxoadipate(aq) + carbon dioxide(aq) + NAD(red)		0.45	298.15		7.5		1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67EPP/DAW_595	67EPP/DAW	spectrophotometry	C	2.7.3.2	creatine kinase	C00002 + C00300 = C00008 + C02305	ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq)		0.0054	310.15		7		86
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67EPP/DAW_595	67EPP/DAW	spectrophotometry	C	2.7.3.2	creatine kinase	C00002 + C00300 = C00008 + C02305	ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq)		0.084	310.15		8		87
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67EPP/DAW_595	67EPP/DAW	spectrophotometry	C	2.7.3.2	creatine kinase	C00002 + C00300 = C00008 + C02305	ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq)		0.041	310.15		7.5		88
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=92KIM/KIN_829	92KIM/KIN	enzymatic assay	A	3.1.3.5	5'-nucleosidase	C00020 + C00001 = C00212 + C00009	AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq)		176	311.15	0.25	7	3	89
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51THE/BON_12	51THE/BON	spectrophotometry	B	1.1.1.1	alcohol dehydrogenase	C00469 + C00003 = C00084 + C00004	ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq)		0.00011	293.15		7		90
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51THE/BON_12	51THE/BON	spectrophotometry	B	1.1.1.1	alcohol dehydrogenase	C00469 + C00003 = C00084 + C00004	ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq)		0.0105	293.15		9		91
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51THE/BON_12	51THE/BON	spectrophotometry	B	1.1.1.1	alcohol dehydrogenase	C00469 + C00003 = C00084 + C00004	ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq)		0.09	293.15		10		92
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51THE/BON_12	51THE/BON	spectrophotometry	B	1.1.1.1	alcohol dehydrogenase	C00469 + C00003 = C00084 + C00004	ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq)		0.00071	293.15		8		93
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00032	273.15		7		94
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0064	313.15		7		95
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.019	333.15		7		96
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0011	293.15		7		97
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00075	293.15		7		98
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00047	293.15		7		99
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00055	293.15		7		100
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00035	293.15		7		101
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00035	293.15		7		102
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00029	293.15		7		103
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0012	333.15		7		104
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00037	293.15		7		105
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00051	293.15		7		106
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0011	293.15		7		107
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0014	293.15		7		108
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.002	313.15		7		109
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0025	313.15		7		110
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0056	333.15		7		111
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0082	333.15		7		112
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0014	313.15		7		113
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00014	273.15		7		114
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00014	273.15		7		115
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.015	333.15		7		116
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0056	313.15		7		117
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0015	293.15		7		118
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00035	293.15		7		119
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.0046	333.15		7		120
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00064	293.15		7		121
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		0.00031	293.15		7		122
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=35MEY_1101	35MEY	spectrophotometry	C	4.1.2.13&5.3.1.1	fructose-biphosphate aldolase and triose-phosphate isomerase	C00354 = 2 C00111	D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)		7.1E-05	273.15		7		123
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608	04STO/SCH	calorimetriy	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)			298.15		8	1	124
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608	04STO/SCH	calorimetriy	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)			303.4		8	1	125
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608	04STO/SCH	calorimetriy	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)			311.5		8	1	126
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608	04STO/SCH	calorimetriy	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)			298.4		8	1	127
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1608	04STO/SCH	calorimetriy	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)			293.4		8	1	128
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1607	04STO/SCH	calorimetriy	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)		0.307	293.4		8	1	129
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=04STO/SCH_1607	04STO/SCH	calorimetriy	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)		0.395	298.4		8	1	130
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=43KAL_633	43KAL	spectrophotometry	C	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.3	303.15		7.5		131
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=72KOR/HUR_199	72KOR/HUR	spectrophotometry	C	1.1.1.72	glycerol dehydrogenase (NADP+)	C00116 + C00006 = C00577 + C00005	glycerol(aq) + NADP(aq) = (R)-glyceraldehyde(aq) + NADPH(aq)		1.67E-06	310.15		7		132
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67TRI/VOG_1050	67TRI/VOG	polarimetry	B	3.5.3.4	allantoicase	C00499 + C00001 = C00603 + C00086	allantoate(aq) + H2O(l) = (-)-ureidoglycolate(aq) + urea(aq)		0.21	303.15		7.5		133
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=84DIT/KUB2_54	84DIT/KUB2	spectrophotometry	C	1.1.1.9	D-xylulose reductase	C00379 + C00003 = C00310 + C00004	xylitol(aq) + NAD(aq) = D-xylulose(aq) + NADH(aq)		0.00043	298.15		7		134
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65WAL/SAL_202	65WAL/SAL	spectrophotometry	C	1.1.1.95	phosphoglycerate dehydrogenase	C00197 + C00003 = C03232 + C00004	3-phospho-D-glycerate(aq) + NAD(aq) = 3-phosphohydroxypyruvate(aq) + NADH(aq)		0.0001	298.15		8		135
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=74DAN/CAR_473	74DAN/CAR	spectrophotometry	C	2.4.2.6	nucleoside deoxyribosyltransferase	C05512 + C00147 = C00559 + C00262	2'-deoxyinosine(aq) + adenine(aq) = 2'-deoxyadenosine(aq) + hypoxanthine(aq)		1.4	313.15		6		136
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOD_1351	53BOD	spectrophotometry	B	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)		0.67	310.15		7.4		137
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=92KIM/KIN_464	92KIM/KIN	HPLC and enzymatic assay	A	2.4.2.1	purine-nucleoside phosphorylase	C00294 + C00009 = C00262 + C00620	inosine(aq) + orthophosphate(aq) = hypoxanthine(aq) + D-ribose 1-phosphate(aq)		0.0164	311.15	0.25	7	3	138
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145	52STE/OCH	spectrophotometry	B	1.1.1.37&4.1.3.7	malate dehydrogenase and citrate (si)-synthase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		0.48	295.15		6.25		139
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145	52STE/OCH	spectrophotometry	B	1.1.1.37&4.1.3.7	malate dehydrogenase and citrate (si)-synthase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		599	295.15		8.2		140
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145	52STE/OCH	spectrophotometry	B	1.1.1.37&4.1.3.7	malate dehydrogenase and citrate (si)-synthase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		5610	295.15		8.7		141
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145	52STE/OCH	spectrophotometry	B	1.1.1.37&4.1.3.7	malate dehydrogenase and citrate (si)-synthase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		10.8	295.15		7.2		142
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STE/OCH_145	52STE/OCH	spectrophotometry	B	1.1.1.37&4.1.3.7	malate dehydrogenase and citrate (si)-synthase	C00149 + C00024 + C00003 + C00001 = C00158 + C00010 + C00004	(S)-malate(aq) + acetyl-CoA(aq) + NAD(aq) + H2O(l) = citrate(aq) + CoA(aq) + NADH(aq)		101	295.15		7.6		143
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=64KEL/ALL_1421	64KEL/ALL	enzymatic assay	B	5.4.99.2	methylmalonyl-CoA mutase	C01213 = C00091	(R)-methylmalonyl-CoA(aq) = succinyl-CoA(aq)		23.1	298.15		7.4		144
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76LAW/GUY_830	76LAW/GUY	enzymatic assay; spectrophotometry	A	3.1.3.11	fructose-biphosphatase	C00354 + C00001 = C00085 + C00009	D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)		174	310.15	0.25	6.99	3.05	145
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_126	54WAK/GRE	spectrophotometry	C	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	C05268 + C00003 = C05269 + C00004	(S)-3-hydroxyhexanoyl-CoA(aq) + NAD(aq) = 3-oxohexanoyl-CoA(aq) + NADH(aq)		0.00025	298.15		7		146
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_126	54WAK/GRE	spectrophotometry	C	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	C05268 + C00003 = C05269 + C00004	(S)-3-hydroxyhexanoyl-CoA(aq) + NAD(aq) = 3-oxohexanoyl-CoA(aq) + NADH(aq)		0.025	298.15		9		147
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_126	54WAK/GRE	spectrophotometry	C	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	C05268 + C00003 = C05269 + C00004	(S)-3-hydroxyhexanoyl-CoA(aq) + NAD(aq) = 3-oxohexanoyl-CoA(aq) + NADH(aq)		0.0025	298.15		8		148
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_126	54WAK/GRE	spectrophotometry	C	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	C05268 + C00003 = C05269 + C00004	(S)-3-hydroxyhexanoyl-CoA(aq) + NAD(aq) = 3-oxohexanoyl-CoA(aq) + NADH(aq)		0.25	298.15		10		149
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=00FRA/KOS_1534	00FRA/KOS	calorimetry	A	4.1.1.39	ribulose-bisphosphate carboxylase	C01182 + C00007 = C00197	D-ribulose 1,5-bisphosphate(aq) + O2(aq) = 3-phospho-D-glycerate(aq)			298.15		8		150
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=00FRA/KOS_1533	00FRA/KOS	calorimetry	A	4.1.1.39	ribulose-bisphosphate carboxylase	C01182 + C00288 = 2 C00197	D-ribulose 1,5-bisphosphate(aq) + carbon dioxide(aq) = 2 3-phospho-D-glycerate(aq)			298.15		8		151
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_123	54WAK/GRE	spectrophotometry	C	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	C01144 + C00003 = C00332 + C00004	(S)-3-hydroxybutanoyl-CoA(aq) + NAD(aq) = 3-oxobutanoyl-CoA(aq) + NADH(aq)		0.00063	298.15		7		152
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_123	54WAK/GRE	spectrophotometry	C	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	C01144 + C00003 = C00332 + C00004	(S)-3-hydroxybutanoyl-CoA(aq) + NAD(aq) = 3-oxobutanoyl-CoA(aq) + NADH(aq)		0.0063	298.15		8		153
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_123	54WAK/GRE	spectrophotometry	C	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	C01144 + C00003 = C00332 + C00004	(S)-3-hydroxybutanoyl-CoA(aq) + NAD(aq) = 3-oxobutanoyl-CoA(aq) + NADH(aq)		0.063	298.15		9		154
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54WAK/GRE_123	54WAK/GRE	spectrophotometry	C	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	C01144 + C00003 = C00332 + C00004	(S)-3-hydroxybutanoyl-CoA(aq) + NAD(aq) = 3-oxobutanoyl-CoA(aq) + NADH(aq)		0.63	298.15		10		155
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=47BUC_578	47BUC	spectrophotometry	C	2.7.2.3	phosphoglycerate kinase	C00002 + C00197 = C00008 + C00236	ATP(aq) + 3-phospho-D-glycerate(aq) = ADP(aq) + 3-phospho-D-glyceroyl phosphate(aq)		0.00031	298.15		6.9		156
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=90BHA/VIN_1514	90BHA/VIN	radioactivity	B	2.4.2.10	orotate phosphoribosyltransferase	C01103 + C00013 = C00295 + C00119	orotidine 5 '-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho--D-ribose 1-diphosphate(aq)		9.3	303.15		8		157
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66DOM/ZEC_1374	66DOM/ZEC	spectrophotometry	C	5.3.1.14	L-rhamnose isomerase	C00507 = C00861	L-rhamnose(aq) = L-rhamnulose(aq)		0.75	310.15		8.5		158
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65PIN_799	65PIN	calorimetry	A	3.1.3.1	alkaline phosphatase	C02305 + C00001 = C00300 + C00009	phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq)			298.15		9		159
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=69VEE/RAI_1286	69VEE/RAI	spectrophotometry	A	5.3.1.1	triose-phosphate isomerase	C00118 = C00111	D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq)		22	311.15	0.25	7		160
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60JON/LIP_576	60JON/LIP	chemical analysis	C	2.7.2.2	carbamate kinase	C00002 + C01563 = C00008 + C00169	ATP(aq) + ammonium carbamate(aq) = ADP(aq) + carbamoyl phosphate(aq)		0.042	283.15		9.4		161
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73SUG_714	73SUG	enzymatic assay and spectrophotometry	C	2.7.9.1	pyruvate,orthophosphate dikinase	C00002 + C00022 + C00009 = C00020 + C00074 + C00013	ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq)		0.0049	298.15		7.24		162
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38MEY/SCH_1387	38MEY/SCH	polarimetry	C	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		10.8	273.15				163
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38MEY/SCH_1387	38MEY/SCH	polarimetry	C	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		9.5	293.15				164
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=38MEY/SCH_1387	38MEY/SCH	polarimetry	C	5.4.2.1	phosphoglycerate mutase	C00631 = C00197	2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq)		7.9	310.15				165
