met_id,abbreviation,chargedFormula,charge
2610,pailar_hs,C29H48O12P,-1
2611,pcholn24_hs,C32H67NO7P,0
2612,pcholn261_hs,C34H69NO7P,0
2613,pcholn281_hs,C36H73NO7P,0
2614,pcholn28_hs,C36H75NO7P,0
2615,pcholdoc_hs,C34H59NO7P,0
2616,pcholeic_hs,C28H55NO7P,0
2617,pcholet_hs,C28H53NO7P,0
2618,pcholhep_hs,C25H53NO7P,0
2619,pchollinl_hs,C26H51NO7P,0
2620,pelinl_hs,C23H44NO7P,0
2621,sphmyln18114_hs,C37H76N2O6P,0
2622,sphmyln18121_hs,C44H90N2O6P,0
2623,sphmyln181221_hs,C45H90N2O6P,0
2624,sphmyln18122_hs,C45H92N2O6P,0
2625,sphmyln18123_hs,C46H94N2O6P,0
2626,sphmyln180241_hs,C47H96N2O6P,0
2627,sphmyln1824_hs,C47H98N2O6P,0
2628,sphmyln1825_hs,C48H100N2O6P,0
2629,sphmyln18115_hs,C38H78N2O6P,0
2630,sphmyln181161_hs,C39H78N2O6P,0
2631,sphmyln18116_hs,C39H80N2O6P,0
2632,sphmyln18117_hs,C40H82N2O6P,0
2633,sphmyln18118_hs,C41H84N2O6P,0
2634,sphmyln181181_hs,C41H82N2O6P,0
2635,sphmyln181201_hs,C43H86N2O6P,0
2636,sphmyln18120_hs,C43H88N2O6P,0
2637,maglinl_hs,C21H38O4,0
2638,magole_hs,C21H40O4,0
2639,magpalm_hs,C19H38O4,0
2640,magste_hs,C21H42O4,0
2641,magarachi_hs,C23H38O4,0
2642,eidi1114ac,C20H35O2,-1
2643,hxa,C6H11O2,-1
2644,tetdeca511ac,C14H23O2,-1
2645,glyc2p,C3H7O6P,-2
2646,aclys,C8H16N2O3,0
2647,hmcarn,C10H16N4O3,0
2648,4mtob,C5H7O3S,-1
2649,3mtp,C4H8OS,0
2650,3hpppnohgluc,C15H16O9,-2
2651,3hpppn,C9H9O3,-1
2652,3hpppnoh,C9H9O4,-1
2653,abt_D,C5H12O5,0
2654,acgly,C4H6NO3,-1
2655,acthr_L,C6H10NO4,-1
2656,aracheth,C22H38NO2,1
2657,didecaeth,C14H29NO2,0
2658,diholineth,C22H39NO2,0
2659,docohxeth,C24H37NO2,0
2660,docteteth,C24H41NO2,0
2661,hepdeceth,C19H39NO2,0
2662,hexdeceeth,C18H35NO2,0
2663,lineth,C20H37NO2,0
2664,oleth,C20H39NO2,0
2665,pendecaeth,C17H35NO2,0
2666,pmeth,C18H37NO2,0
2667,steeth,C20H41NO2,0
2668,tetdecaeth,C16H33NO2,0
2669,trideceth,C15H31NO2,0
2670,txb2,C20H33O6,-1
2671,acile_L,C8H14NO3,-1
2672,acleu_L,C8H14NO3,-1
2673,achom_L,C6H10NO4,-1
2674,urscholcoa,C45H70N7O19P3S,-4
2675,7klitchol,C24H37O4,-1
2676,bzcoa,C28H36N7O17P3S,-4
2677,pheacgly,C10H10NO3,-1
2678,pcresol,C7H7O,-1
2679,pcs,C7H7O4S,-1
2680,indole,C8H7N,0
2681,indoxyl,C8H6NO,-1
2682,inds,C8H6NO4S,-1
2683,3hcinnm,C9H7O3,-1
2684,3hppa,C9H9O3,-1
2685,alaargcys,C12H25N6O4S,1
2686,alaarggly,C11H23N6O4,1
2687,alaasnleu,C13H24N4O5,0
2688,alaglylys,C11H23N4O4,2
2689,alahisala,C12H19N5O4,0
2690,alalysthr,C13H27N4O5,1
2691,argalaala,C12H25N6O4,1
2692,argalaphe,C18H29N6O4,1
2693,argalathr,C13H27N6O5,1
2694,argarg,C12H28N8O3,2
2695,argarglys,C18H41N10O4,3
2696,argargmet,C17H37N9O4S,2
2697,argcysgly,C11H23N6O4S,1
2698,argcysser,C12H25N6O5S,1
2699,arggluglu,C16H27N6O8,-1
2700,argglupro,C16H28N6O6,0
2701,argglygly,C10H21N6O4,1
2702,arghisthr,C16H29N8O5,1
2703,argleuphe,C21H35N6O4,1
2704,arglysasp,C16H32N7O6,1
2705,argphearg,C21H37N9O4,2
2706,argpromet,C16H31N6O4S,1
2707,argprothr,C15H29N6O5,1
2708,argserser,C12H25N6O6,1
2709,argtyrval,C20H33N6O5,1
2710,argvalcys,C14H29N6O4S,1
2711,argvaltrp,C22H34N7O4,1
2712,asnasnarg,C14H27N8O6,1
2713,asncyscys,C10H18N4O5S2,0
2714,asnmetpro,C14H24N4O5S,0
2715,asnpheasp,C17H21N4O7,-1
2716,asnphecys,C16H22N4O5S,0
2717,asntyrgly,C15H20N4O6,0
2718,asntyrphe,C22H26N4O6,0
2719,asntyrthr,C17H24N4O7,0
2720,aspalaarg,C13H24N6O6,0
2721,aspasnglu,C13H18N4O9,-2
2722,aspglu,C9H12N2O7,-2
2723,aspglupro,C14H19N3O8,-2
2724,aspglutrp,C20H22N4O8,-2
2725,asphiscys,C13H18N5O6S,-1
2726,asphispro,C15H20N5O6,-1
2727,asplysglu,C15H25N4O8,-1
2728,asplyshis,C16H26N6O6,0
2729,aspmetasp,C13H19N3O8S,-2
2730,aspprolys,C15H26N4O6,0
2731,aspvalasn,C13H21N4O7,-1
2732,cysasnmet,C12H22N4O5S2,0
2733,cysaspphe,C16H20N3O6S,-1
2734,cyscys,C6H12N2O3S2,0
2735,cysglnmet,C13H24N4O5S2,0
2736,cysgluhis,C14H20N5O6S,-1
2737,cysglutrp,C19H23N4O6S,-1
2738,cysleuthr,C13H25N3O5S,0
2739,cyssermet,C11H21N3O5S2,0
2740,cystyrasn,C16H22N4O6S,0
2741,glnasngln,C14H24N6O7,0
2742,glnhishis,C17H24N8O5,0
2743,glnhislys,C17H30N7O5,-1
2744,glnlyslys,C17H36N6O5,-2
2745,glnlystrp,C22H33N6O5,1
2746,glnproglu,C15H23N4O7,-1
2747,glntrpglu,C21H26N5O7,-1
2748,glntyrleu,C20H30N4O6,0
2749,gluargleu,C17H32N6O6,0
2750,gluasnleu,C15H25N4O7,-1
2751,gluglu,C10H14N2O7,-2
2752,gluilelys,C17H32N4O6,0
2753,gluleu,C11H19N2O5,-1
2754,glumet,C10H17N2O5S,-1
2755,glumethis,C16H24N5O6S,-1
2756,gluthr,C9H15N2O6,-1
2757,gluthrlys,C15H28N4O7,0
2758,glutrpala,C19H23N4O6,-1
2759,glyhisasn,C12H18N6O5,0
2760,glyhislys,C14H25N6O4,1
2761,glylyscys,C11H23N4O4S,1
2762,glylysphe,C17H27N4O4,1
2763,glytyrlys,C17H27N4O5,1
2764,glyvalhis,C13H21N5O4,0
2765,hisargcys,C15H27N8O4S,1
2766,hisargser,C15H27N8O5,1
2767,hisasp,C10H13N4O5,-1
2768,hiscyscys,C12H19N5O4S2,0
2769,hisglnala,C14H22N6O5,0
2770,hisglu,C11H15N4O5,-1
2771,hisglugln,C16H23N6O7,-1
2772,hisglylys,C14H25N6O4,1
2773,hishislys,C18H29N8O4,1
2774,hislysala,C15H27N6O4,1
2775,hislysglu,C17H28N6O6,0
2776,hislysile,C18H33N6O4,1
2777,hislysthr,C16H29N6O5,1
2778,hislysval,C17H31N6O4,1
2779,hismet,C11H18N4O3S,0
2780,hismetgln,C16H26N6O5S,0
2781,hisphearg,C21H31N8O4,1
2782,hisprolys,C17H29N6O4,1
2783,histrphis,C23H26N8O4,0
2784,ileargile,C18H37N6O4,1
2785,ileasnhis,C16H26N6O5,0
2786,ileasp,C10H17N2O5,-1
2787,ileglnglu,C16H27N4O7,-1
2788,ileglyarg,C14H29N6O4,1
2789,ileprolys,C17H33N4O4,1
2790,ileserarg,C15H31N6O5,1
2791,iletrptyr,C26H32N4O5,0
2792,leualaarg,C15H31N6O4,1
2793,leuasnasp,C14H23N4O7,-1
2794,leuasplys,C16H30N4O6,0
2795,leuleutrp,C23H34N4O4,0
2796,leupro,C11H20N2O3,0
2797,leuproarg,C17H33N6O4,1
2798,leusertrp,C20H28N4O5,0
2799,leutrp,C17H23N3O3,0
2800,leutrparg,C23H36N7O4,1
2801,leutyrtyr,C24H31N3O6,0
2802,leuval,C11H22N2O3,0
2803,lysargleu,C18H38N7O4,2
2804,lyscyshis,C15H27N6O4S,1
2805,lysglnphe,C20H32N5O5,1
2806,lysgluglu,C16H27N4O8,-1
2807,lyslyslys,C18H41N6O4,3
2808,lyspheile,C21H35N4O4,1
2809,lystrparg,C23H38N8O4,2
2810,lystyrile,C21H35N4O5,1
2811,lysvalphe,C20H33N4O4,1
2812,lysvaltrp,C22H34N5O4,1
2813,metargleu,C17H35N6O4S,1
2814,metasntyr,C18H26N4O6S,0
2815,metglntyr,C19H28N4O6,0
2816,metglyarg,C13H27N6O4S,1
2817,methislys,C17H31N6O4S,1
2818,metmetile,C16H31N3O4S2,0
2819,metphearg,C20H33N6O4S,1
2820,mettrpphe,C25H30N4O4S,0
2821,pheasnmet,C18H26N4O5S,0
2822,pheasp,C13H15N2O5,-1
2823,pheglnphe,C23H28N4O5,0
2824,pheleu,C15H22N2O3,0
2825,pheleuasp,C19H26N3O6,-1
2826,pheleuhis,C21H29N5O4,0
2827,phelysala,C18H29N4O4,1
2828,phelyspro,C20H31N4O4,1
2829,phephe,C18H20N2O3,0
2830,phepheasn,C22H26N4O5,0
2831,phephethr,C22H27N3O5,0
2832,pheproarg,C20H31N6O4,1
2833,phesertrp,C23H26N4O5,0
2834,phethrlys,C19H31N4O5,1
2835,phetrpleu,C26H32N4O4,0
2836,phetyr,C18H20N2O4,0
2837,phetyrgln,C23H28N4O6,0
2838,phetyrlys,C24H33N4O5,1
2839,proargasp,C15H26N6O6,0
2840,proargcys,C14H27N6O4S,1
2841,proasncys,C12H20N4O5S,0
2842,procys,C8H14N2O3S,0
2843,proglnpro,C15H24N4O5,0
2844,proglulys,C16H28N4O6,0
2845,prohis,C11H16N4O3,0
2846,prohistyr,C20H26N5O5,0
2847,proleuarg,C17H33N6O4,1
2848,prolyspro,C16H29N4O4,1
2849,prophe,C14H18N2O3,1
2850,proproarg,C16H29N6O4,1
2851,propropro,C15H23N3O4,0
2852,protrplys,C22H32N5O4,1
2853,protrpthr,C20H26N4O5,0
2854,provalgln,C15H26N4O5,0
2855,serargala,C12H25N6O5,1
2856,serargtrp,C20H30N7O5,1
2857,sercysarg,C12H25N6O5S,1
2858,serglyglu,C10H16N3O7,-1
2859,serlyshis,C15H27N6O5,1
2860,serphelys,C18H29N4O5,1
2861,sertrphis,C20H24N6O5,0
2862,thrargtyr,C19H31N6O6,1
2863,thrasntyr,C17H24N4O7,0
2864,thrglnglu,C14H23N4O8,-1
2865,thrglntyr,C18H26N4O7,0
2866,thrhishis,C16H23N7O5,0
2867,thrilearg,C16H33N6O5,1
2868,thrmetarg,C15H31N6O5S,1
2869,thrphearg,C19H31N6O5,1
2870,thrserarg,C13H27N6O6,1
2871,thrthrarg,C14H29N6O6,1
2872,thrtyrmet,C18H27N3O6S,0
2873,trpalapro,C19H24N4O4,0
2874,trpargala,C20H30N7O4,1
2875,trpaspasp,C19H20N4O8,-2
2876,trpglngln,C21H28N6O6,0
2877,trpglugly,C18H21N4O6,-1
2878,trpgluleu,C22H29N4O6,-1
2879,trpglupro,C21H25N4O6,-1
2880,trpglutyr,C25H27N4O7,-1
2881,trpglyleu,C19H26N4O4,0
2882,trpglyphe,C22H24N4O4,0
2883,trpglyval,C18H24N4O4,0
2884,trphismet,C22H28N6O4S,0
2885,trpilelys,C23H36N5O4,1
2886,trpiletrp,C28H33N5O4,0
2887,trpleuval,C22H32N4O4,0
2888,trplys,C17H25N4O3,1
2889,trpmetarg,C22H34N7O4S,1
2890,trpmetval,C21H30N4O4S,0
2891,trpphe,C20H21N3O3,0
2892,trpprogly,C18H21N4O4,0
2893,trpproleu,C22H30N4O4,0
2894,trpproval,C21H28N4O4,0
2895,trpsertyr,C23H26N4O6,0
2896,trpthrglu,C20H25N4O7,-1
2897,trpthrile,C21H30N4O5,0
2898,trpthrtyr,C24H28N4O6,0
2899,trptyrgln,C25H29N5O6,0
2900,trptyrtyr,C29H30N4O6,0
2901,trpvalasp,C20H25N4O6,-1
2902,tyrala,C12H16N2O4,0
2903,tyralaphe,C21H25N3O5,0
2904,tyrargglu,C20H30N6O7,0
2905,tyrargser,C18H29N6O6,1
2906,tyrasparg,C19H28N6O7,0
2907,tyrcysgly,C14H19N3O5S,0
2908,tyrcysthr,C16H23N3O6S,0
2909,tyrglu,C14H17N2O6,-1
2910,tyrleuarg,C21H35N6O5,1
2911,tyrphetyr,C27H29N3O6,0
2912,tyrthr,C13H18N2O5,0
2913,tyrtrpphe,C29H30N4O5,0
2914,tyrtyr,C18H20N2O5,0
2915,tyrvalmet,C19H29N3O5S,0
2916,valarggly,C13H27N6O4,1
2917,valhisasn,C15H24N6O5,0
2918,valleuphe,C20H31N3O4,0
2919,vallystyr,C20H33N4O5,1
2920,valphearg,C20H33N6O4,1
2921,valprotrp,C21H28N4O4,0
2922,valserarg,C14H29N6O5,1
2923,valtrpphe,C25H30N4O4,0
2924,valtrpval,C21H30N4O4,0
2925,valval,C10H20N2O3,0
2926,trpglyasp,C17H19N4O6,-1
2927,Lhcystin,C8H16N2O4S2,0
2928,band,BaH,0
2929,bandmt,BaCH3,0
2930,dhmtp,C6H9O3S,-1
2931,galam,C6H13NO5,0
2932,mqn10,C61H88O2,0
2933,mqn11,C66H96O2,0
2934,mqn7,C46H64O2,0
2935,mqn8,C51H72O2,0
2936,mqn9,C56H80O2,0
2937,10m3hddcaACP,C24H45N2O9PRS,-1
2938,10m3hundecACP,C23H43N2O9PRS,-1
2939,10m3oddcaACP,C24H43N2O9PRS,-1
2940,10m3oundecACP,C23H41N2O9PRS,-1
2941,10mddcaACP,C24H45N2O8PRS,-1
2942,10mtddec2eACP,C24H43N2O8PRS,-1
2943,10mtundec2eACP,C23H41N2O8PRS,-1
2944,12daihdglyc,C37H72O5,0
2945,12daipdglyc,C33H64O5,0
2946,12dgr140,C31H60O5,0
2947,12dgr141,C31H56O5,0
2948,12dgr160,C35H68O5,0
2949,12dgr161,C35H64O5,0
2950,12dgr180,C39H76O5,0
2951,12dgr181,C39H72O5,0
2952,12m3hmyrsACP,C26H49N2O9PRS,-1
2953,12m3htridecACP,C25H47N2O9PRS,-1
2954,12m3omyrsACP,C26H47N2O9PRS,-1
2955,12m3otridecACP,C25H45N2O9PRS,-1
2956,12mmyrsACP,C26H49N2O8PRS,-1
2957,12mtmrs2eACP,C26H47N2O8PRS,-1
2958,12npthldl,C10H8O2,0
2960,14m3hpalmACP,C28H53N2O9PRS,-1
2961,14m3hpentdecACP,C27H51N2O9PRS,-1
2962,14m3opalmACP,C28H51N2O9PRS,-1
2963,14m3opentdecACP,C27H49N2O9PRS,-1
2964,14mpalmACP,C28H53N2O8PRS,-1
2965,14mtpalm2eACP,C28H51N2O8PRS,-1
2966,15phytn,C40H64,0
2967,1agpe120,C17H36NO7P1,0
2968,1agpe140,C19H40NO7P1,0
2969,1agpe141,C19H38NO7P1,0
2970,1agpe160,C21H44NO7P1,0
2971,1agpe161,C21H42NO7P1,0
2972,1agpe180,C23H48NO7P1,0
2973,1agpe181,C23H46NO7P1,0
2974,1agpg120,C18H36O9P1,-1
2975,1agpg140,C20H40O9P1,-1
2976,1agpg141,C20H38O9P1,-1
2977,1agpg160,C22H44O9P1,-1
2978,1agpg161,C22H42O9P1,-1
2979,1agpg180,C24H48O9P1,-1
2980,1agpg181,C24H46O9P1,-1
2981,1aihpdecg3p,C20H39O7P,-2
2982,1aipdecg3p,C18H36O7P,-1
2983,1ddecg3p,C15H29O7P1,-2
2984,1h2npt,C11H7O3,-1
2985,1hdec9eg3p,C19H35O7P1,-2
2986,1hdecg3p,C19H37O7P1,-2
2987,1ihdecg3p,C19H38O7P,-1
2988,1itdecg3p,C17H34O7P,-1
2989,1odec11eg3p,C21H39O7P1,-2
2990,1odecg3p,C21H41O7P1,-2
2991,1tdec7eg3p,C17H31O7P1,-2
2992,1tdecg3p,C17H33O7P1,-2
2993,23ccmp,C9H11N3O7P,-1
2994,23ddhb,C7H7O4,-1
2995,23dhba,C17H17N5O10P,-1
2996,23dhdp,C7H5NO4,-2
2997,23dhmb,C5H9O4,-1
2998,24dhhed,C7H8O6,-2
2999,25d5o2a,C6H5O4,-1
3000,25dhpp,C9H14N5O8P,-2
3001,25dop,C5H5O4,-1
3002,26dap_LL,C7H14N2O4,0
3003,2ahbut,C6H9O4,-1
3004,2ahhmd,C7H8N5O8P2,-3
3005,2ahhmp,C7H9N5O2,0
3006,2c25dho,C7H4O6,-2
3007,2cpr5p,C12H13NO9P,-3
3008,2d3dxylt,C5H7O5,-1
3010,2dda7p,C7H10O10P,-3
3011,2ddecg3p,C15H30O7P1,-1
3012,2ddg6p,C6H8O9P,-3
3013,2ddglcn,C6H9O6,-1
3014,2dh3dglc,C6H6O7,-2
3015,2dmmq7,C45H62O2,0
3016,2dmmq8,C50H70O2,0
3017,2dmmql8,C50H72O2,0
3019,2hdec9eg3p,C19H36O7P1,-1
3020,2hdecg3p,C19H38O7P1,-1
3021,2hh24dd,C7H6O5,-2
3022,2hmc,C6H4O5,-2
3024,2hydog,C5H6O5,-2
3025,2hydogcoa,C26H38N7O20P3S,-4
3026,2ippm,C7H8O4,-2
3027,2m1hbtpp,C17H26N4O8P2S,-2
3028,2m1hptpp,C16H24N4O8P2S,-2
3029,2mahmp,C6H8N3O7P2,-3
3030,2mbut,C5H9O2,-1
3031,2mbutACP,C16H29N2O8PRS,-1
3032,2me4p,C5H11O7P,-2
3033,2mecdp,C5H10O9P2,-2
3034,2mnptl,C11H10,0
3035,2mpropACP,C15H27N2O8PRS,-1
3036,2odec11eg3p,C21H40O7P1,-1
3037,2odecg3p,C21H42O7P1,-1
3038,2ohph,C46H70O2,0
3039,2ombz,C47H70O3,0
3040,2ombzl,C47H72O3,0
3041,2omfuc,C7H14O5,0
3042,2omhmbl,C48H74O4,0
3043,2ommb,C48H72O3,0
3044,2ommbl,C48H74O3,0
3045,2omph,C47H72O2,0
3046,2oph,C46H70O,0
3047,2p4c2me,C14H22N3O17P3,-4
3048,2s5epchc,C14H13O9,-3
3049,2shchc,C11H10O6,-2
3050,2tdec7eg3p,C17H32O7P1,-1
3051,2tdecg3p,C17H34O7P1,-1
3052,33hmeoxobut,C5H7O4,-1
3053,3a2opp,C3H7NO5P,-1
3054,3abutcoa,C25H39N8O17P3S,-4
3055,3c2hmp,C7H10O5,-2
3056,3c4mop,C7H8O5,-2
3057,3cmuc,C7H3O6,-3
3058,3ddlhept,C7H9O8,-1
3059,3dhq,C7H9O6,-1
3060,3dhsk,C7H7O5,-1
3061,3haACP,C15H27N2O9PRS,-1
3062,3hbbut,C8H13O5,-1
3063,3hcvac11eACP,C29H53N2O9PRS,-1
3064,3hdecACP,C21H39N2O9PRS,-1
3065,3hgACPm,C17H29N2O11PRS,-1
3066,3hhexACP,C17H31N2O9PRS,-1
3067,3hoctaACP,C29H55N2O9PRS,-1
3068,3hoctACP,C19H35N2O9PRS,-1
3069,3hpACPm,C19H33N2O11PRS,-1
3070,3ig3p,C11H12NO6P,-2
3071,3ocddec5eACP,C23H39N2O9PRS,-1
3072,3ocmrs7eACP,C25H43N2O9PRS,-1
3073,3ocpalm9eACP,C27H47N2O9PRS,-1
3074,3ocvac11eACP,C29H51N2O9PRS,-1
3075,3odecACP,C21H37N2O9PRS,-1
3076,3ogACPm,C17H27N2O11PRS,-1
3077,3ohexACP,C17H29N2O9PRS,-1
3078,3ooctACP,C19H33N2O9PRS,-1
3079,3opACPm,C19H31N2O11PRS,-1
3080,3ophb,C47H69O3,-1
3081,3psme,C10H9O10P,-4
3082,44dpnspr,C30H42,0
3083,4adcho,C10H10NO5,-1
3084,4ahmmp,C6H9N3O,0
3085,4ampm,C6H8N3O4P,-2
3086,4c2me,C14H23N3O14P2,-2
3087,4gubut,C5H11N3O2,0
3088,4gudbd,C5H13N4O,1
3089,4hmcachl,C7H8O3,0
3090,4hthr,C4H9NO4,0
3091,4m3hhexACP,C18H33N2O9PRS,-1
3092,4m3ohexACP,C18H31N2O9PRS,-1
3093,4mhetz,C6H9NOS,0
3094,4mhexACP,C18H33N2O8PRS,-1
3095,4mpentACP,C17H31N2O8PRS,-1
3096,4mpetz,C6H8NO4PS,-2
3097,4mthex2eACP,C18H31N2O8PRS,-1
3098,4mtpent2eACP,C17H29N2O8PRS,-1
3099,4pasp,C4H6NO7P,-2
3100,4per,C4H6O8P,-3
3101,4r5au,C9H16N4O6,0
3102,5apentam,C5H13N2O,1
3103,5aprbu,C9H15N4O9P,-2
3104,5apru,C9H13N4O9P,-2
3105,5c2o3ed,C8H5O7,-3
3106,5fth4mpt,C31H42N6O17P,-3
3107,5hxudidzcba,C5H5N4O5,-1
3108,5mtc,C5H7N3O,0
3109,5mthglu,C25H34N8O12,0
3110,5mtr,C6H12O4S,0
3111,5prdmbz,C14H17N2O7P,-2
3112,6m3hocACP,C20H37N2O9PRS,-1
3113,6m3oocACP,C20H35N2O9PRS,-1
3114,6mheptACP,C19H35N2O8PRS,-1
3115,6mocACP,C20H37N2O8PRS,-1
3116,6mthept2eACP,C19H33N2O8PRS,-1
3117,6mtoct2eACP,C20H35N2O8PRS,-1
3118,6pgg,C12H21O14P,-2
3119,8aonn,C9H17NO3,0
3120,8m3hdcaACP,C22H41N2O9PRS,-1
3121,8m3odcaACP,C22H39N2O9PRS,-1
3122,8mdcaACP,C22H41N2O8PRS,-1
3123,8mnonACP,C21H39N2O8PRS,-1
3124,8mtdec2eACP,C22H39N2O8PRS,-1
3125,8mtnon2eACP,C21H37N2O8PRS,-1
3126,aa,C3H5NO,0
3127,aacald,C2H6NO,1
3128,ab14lac_L,C5H8O5,0
3129,acaadp,C8H11NO5,-2
3130,acamoxm,C9H11NO6,-2
3131,acbdma14gapuc,C71H116N2O17P2,-2
3132,acgalglcur,C14H22NO12,-1
3133,acgalidour2s,C14H21NO15S,-2
3134,achms,C6H11NO4,0
3135,acmalt,C14H24O12,0
3136,acmam,C11H18NO8,-1
3137,acmama,C14H23N2O9,-1
3138,aconm,C7H6O6,-2
3139,actACP,C15H25N2O9PRS,-1
3140,actn_R,C4H8O2,0
3141,actp,C2H3O5P,-2
3142,ad,C2H5NO,0
3143,adcobdam,C55H68CoN11O15,-4
3144,adcobhex,C55H76CoN15O11,0
3145,adocbi,C58H84CoN16O11,1
3146,adocbip,C58H83CoN16O14P,-1
3147,adphep_DD,C17H25N5O16P2,-2
3148,agdpcbi,C68H95CoN21O21P2,-1
3149,ai15tca1,C117H228O135P24,-24
3150,ai15tcaacgam,C309H540N24O255P24,-24
3151,ai17tca1,C121H236O135P24,-24
3152,ai17tcaacgam,C313H548N24O255P24,-24
3153,alaasp,C7H11N2O5,-1
3154,alagln,C8H15N3O4,0
3155,allphn,C2H3N2O3,-1
3156,amob,C15H19N5O6S,0
3157,amylopect900,C5400H9002O4501,0
3158,amylose300,C1800H3002O1501,0
3159,apoACP,RHO,0
3160,appl,C3H10NO,1
3161,arabinan101,C509H812O410,-2
3162,arabinogal,C3862H6376O3218,0
3163,arabinoxyl,C276H446O223,0
3164,arabttr,C15H26O13,0
3165,arbt,C12H16O7,0
3166,arbt6p,C12H15O10P,-2
3167,arsenb,C5H12AsO2,0
3168,ascb6p,C6H7O9P,-2
3169,aso3,AsO3,-3
3170,aso4,AsO4,-3
3171,btal,C4H8O,0
3172,btd_RR,C4H10O2,0
3173,btnso,C10H15N2O4S,-1
3174,btoh,C4H10O,0
3175,but2eACP,C15H25N2O8PRS,-1
3176,butpi,C4H7O5P,-2
3177,butso3,C4H9O3S,-1
3178,bzam,C7H7NO,0
3179,catechol,C6H5O2,-1
3180,cbi,C48H72CoN11O8,0
3181,cbmt,CH2NO2,-1
3182,ccmuac,C6H4O4,-2
3183,cd2,Cd,2
3184,cdpdaihpdecg,C46H83N3O15P2,-2
3185,cdpdaipdecg,C42H75N3O15P2,-2
3186,cdpdddecg,C36H63N3O15P2,-2
3187,cdpddg,C15H21N3O15P2,-2
3188,cdpdhdec9eg,C44H75N3O15P2,-2
3189,cdpdhdecg,C44H79N3O15P2,-2
3190,cdpditdecg,C40H71N3O15P2,-2
3191,cdpdodec11eg,C48H83N3O15P2,-2
3192,cdpdodecg,C48H87N3O15P2,-2
3193,cdpdtdec7eg,C40H67N3O15P2,-2
3194,cdpglc,C15H23N3O16P2,-2
3195,cdpglyc,C12H19N3O13P2,-2
3196,cechddd,C9H11O4,-1
3197,cellul,C3000H5002O2501,0
3198,cfesp,C19CoN4R21,0
3199,ch4,CH4,0
3200,chols,C5H13NO4S,0
3201,chor,C10H8O6,-2
3202,cinnm,C9H7O2,-1
3203,Cit_Mg,C6H5O7Mg,-1
3204,ckdo,C17H24N3O15P,-2
3205,clpn140,C65H124O17P2,-2
3206,clpn160,C73H140O17P2,-2
3207,clpn180,C81H156O17P2,-2
3208,clpnai15,C69H132O17P2,-2
3209,clpnai17,C77H148O17P2,-2
3210,co1dam,C45H56CoN6O12,-5
3211,co2dam,C45H56CoN6O12,-4
3212,cob,C11H19NO7PS,-3
3213,cobalt2,Co,2
3214,cobya,C45H52N4O14Co,-6
3215,codhpre6,C44H47N4O16Co,-7
3216,coF420,C29H34N5O18P,-4
3217,coF420h,C29H36N5O18P,-4
3218,colipa,C176H303N2O100P4,-11
3219,com,C2H5O3S2,-1
3220,comSScob,C13H22NO10PS3,-4
3221,copre2,C42H38N4O16Co,-8
3222,copre3,C43H40N4O16Co,-8
3223,copre4,C44H43N4O16Co,-7
3224,copre5,C45H45N4O16Co,-7
3225,copre6,C44H45N4O16Co,-7
3226,crncoa,C28H46N8O18P3S,-3
3227,cro4,CrO4,-2
3228,cspg_ab_rest,C17H28O17SX,-1
3229,cspg_b_degr,C14H20NO18S2,-3
3230,ctbt,C7H13NO2,0
3231,ctbtcoa,C28H44N8O17P3S,-3
3232,cu2,Cu,2
3233,dann,C9H21N2O2,1
3234,db4p,C4H7O6P,-2
3235,dextran40,C480H800O400,0
3236,dhdpacoa,C29H40N7O20P3S,-4
3237,dhmphze,C37H52N2O,0
3238,dhna,C11H7O4,-1
3239,dhpmp,C9H12N5O7P,-2
3240,dhpt,C14H13N6O3,-1
3241,dhptd,C5H8O4,0
3242,dhsql,C30H48,0
3243,diact,C4H6O2,0
3244,diglcpg140,C43H80O15,0
3245,diglcpg160,C47H88O15,0
3246,diglcpg180,C51H96O15,0
3247,diglcpgai15,C45H84O15,0
3248,diglcpgai17,C49H92O15,0
3249,dkdi,C6H8O5,0
3251,dmbzid,C9H10N2,0
3253,dmlz,C13H18N4O6,0
3254,dmphqno,C30H44O2,0
3255,dms,C2H6S,0
3256,dmso, others claim it tastes like garlic. DMSO is also employed as a rinsing agent in the electronics industry and, in its deuterated form (DMSO-d6)
3257,dscl,C42H41N4O16,-7
3258,dtbt,C10H17N2O3,-1
3259,dtdp4aaddg,C18H27N3O15P2,-2
3260,dtdp4addg,C16H26N3O14P2,-1
3261,egACPm,C17H27N2O10PRS,-1
3262,eig3p,C6H9N2O6P,-2
3263,epACPm,C19H31N2O10PRS,-1
3264,ethso3,C2H5O3S,-1
3266,fecrm,C27H42FeN9O12,0
3267,fmfur,C35H39N4O16,-5
3268,fmnh2,C17H21N4O9P,-2
3269,frmd,CH3NO,0
3270,g3pe,C5H14NO6P,0
3271,g3pg,C6H14O8P,-1
3272,gACPm,C17H29N2O10PRS,-1
3273,gagicolipa,C157H271N2O84P4,-11
3274,galmannan,C6000H10002O5001,0
3275,gam26s,C6H11NO11S2,-2
3276,gdpmanur,C16H20N5O17P2,-3
3277,gdptp,C10H11N5O20P5,-7
3278,gg4abut,C9H15O5N2,-1
3279,ggagicolipa,C163H281N2O89P4,-11
3280,ggbutal,C9H16O4N2,0
3281,gggagicolipa,C169H291N2O94P4,-11
3282,gicolipa,C151H261N2O79P4,-11
