GeneID	GeneName	log2FC	PValue	
HGNC:9969	RFC1	-0.470247558	0.153744391	
HGNC:25622	TBC1D23	-0.168844143	0.619903115	
HGNC:2553	CUL3	0.128504561	0.684872415	
HGNC:7614	MYOM2	-2.658301875	0.002135977	
HGNC:8512	OTC	-4.868221489	0.000336078	
HGNC:2641	CYP46A1	0.179902001	0.86653875	
HGNC:10934	SLC18A1	6.168772863	0.008064519	
HGNC:12618	USP2	0.03197795	0.966517696	
HGNC:12419	TUBG2	-0.267216631	0.405877721	
HGNC:17050	RPL26L1	1.216482675	0.002249694	
HGNC:3767	FLT4	-1.370277269	0.008150705	
HGNC:25994	NSUN2	0.831745433	0.012610616	
HGNC:29249	FBXO42	-0.17985517	0.456242595	
HGNC:7034	MFAP3	-0.839731516	0.209199687	
HGNC:28469	MRI1	0.041879103	0.899539044	
HGNC:7030	METTL1	1.485191886	0.004202323	
HGNC:5129	HOXC8	-1.894045863	0.003010957	
HGNC:318	AGA	0.872946786	0.040833845	
HGNC:18215	PI4K2B	0.297866683	0.421740768	
HGNC:31792	BOD1L1	-0.722738435	0.098111512	
HGNC:6905	MAT2B	-0.585244244	0.071734256	
HGNC:11843	TLL1	-4.432479236	8.08E-08	
HGNC:17157	EDC4	0.14864378	0.773284028	
HGNC:12303	TRIO	-1.410994883	0.001792914	
HGNC:2464	VCAN	-1.715044052	0.011246515	
HGNC:29013	CLEC16A	0.517984891	0.109932685	
HGNC:7376	MSR1	-1.734028274	0.041210127	
HGNC:1748	CDH1	2.562504468	0.106937824	
HGNC:18734	MTREX	-0.202645826	0.509625578	
HGNC:2950	DNAH5	0.591896404	0.599912508	
HGNC:20756	ZFYVE16	-0.116068348	0.794911444	
HGNC:25836	RIPOR1	-0.410559884	0.372335944	
HGNC:1339	C6	-8.455844725	0.000170825	
HGNC:14873	RAI14	0.015114688	0.971834534	
HGNC:30635	SOX30	-0.743599993	0.34490644	
HGNC:9154	PNKP	1.5319279	0.000620669	
HGNC:29149	PHLPP2	-1.075097578	0.021793954	
HGNC:26010	SPDL1	0.815792998	0.033526651	
HGNC:11371	STAU2	0.781071438	0.166175601	
HGNC:26001	PQLC2	1.405190795	0.003386946	
HGNC:2518	CTNS	-0.641778114	0.03436342	
HGNC:18601	RTN4R	1.780846213	0.00545297	
HGNC:28428	PHF23	0.684679802	0.05502166	
HGNC:1749	CDH10	-3.876265166	0.013728476	
HGNC:6074	INPP4A	-0.494420866	0.120918203	
HGNC:9767	RAB27B	2.356110574	0.043364963	
HGNC:9533	PSMA4	0.412440682	0.286585949	
HGNC:29822	MYO16	-3.044917825	0.003504678	
HGNC:25652	LSG1	0.540121051	0.076899797	
HGNC:273	PARP3	-0.456645231	0.351047303	
HGNC:5318	TNC	-0.914245825	0.092916962	
HGNC:20855	THAP3	0.15636193	0.596324918	
HGNC:16168	RIPOR3	-2.72641549	0.000672097	
HGNC:18884	TDP1	0.319320794	0.300038998	
HGNC:21411	AIFM2	-1.973912798	0.00177571	
HGNC:20423	SPATA7	-0.741933134	0.046677519	
HGNC:2375	MED17	-0.041876077	0.892888717	
HGNC:25991	RETSAT	-2.075842601	0.000229204	
HGNC:1474	CAPG	1.139434626	0.067772399	
HGNC:565	AP2S1	1.063488903	0.026893125	
HGNC:12601	USH2A	0.027352627	0.967384308	
HGNC:11764	TG	0.316386259	0.632285806	
 	ADAM28	0.955692701	0.173297009	
HGNC:956	BARX2	1.693340584	0.377028064	
HGNC:18184	DCUN1D1	0.143190635	0.645534098	
HGNC:22984	JADE2	-0.601935958	0.162118278	
HGNC:12873	ZIC2	1.458902539	0.237697074	
HGNC:6529	LCP2	-1.594837134	0.000596132	
HGNC:20286	TRIT1	0.532183593	0.164398023	
HGNC:285	ADRB1	1.998639865	0.21255321	
HGNC:21024	CUL7	0.611262603	0.163338008	
HGNC:2509	CTNNA1	-0.302553281	0.354857873	
HGNC:8926	PHKA2	-0.82952732	0.060196909	
HGNC:23432	CNTLN	-1.136217691	0.021504072	
HGNC:3387	EPHA3	-2.068528309	0.057848439	
HGNC:5238	HSPA5	0.797562665	0.031587236	
HGNC:3049	DSG2	-0.50447793	0.356945445	
HGNC:26044	GEMIN8	0.564483157	0.168076032	
HGNC:2567	OFD1	0.829096471	0.097150784	
HGNC:4461	GPM6B	-2.310186702	0.005872755	
HGNC:22950	PREX2	-4.567448323	5.97E-05	
HGNC:31406	WDR37	-0.478822349	0.094119852	
HGNC:24721	YTHDC2	0.259251259	0.455432293	
HGNC:2520	CTPS2	1.774816487	0.007069669	
HGNC:18303	ATP6V1H	1.04853815	0.04908312	
HGNC:9188	POLR2B	-0.123857396	0.744519837	
HGNC:25609	FAM214A	-0.383271361	0.547829629	
HGNC:16924	ARAP2	-0.666891008	0.265444065	
HGNC:12017	TPR	0.060235186	0.848508894	
HGNC:2295	CP	-2.37823117	0.03722383	
HGNC:29068	KIAA0556	0.87360288	0.020062209	
HGNC:17328	DTNBP1	0.302787458	0.418766634	
HGNC:12811	XK	2.690649305	0.06704741	
HGNC:1183	ANO2	-2.840745867	0.000665341	
HGNC:1184	C12orf4	-0.036692499	0.918227943	
HGNC:10580	SCML1	-0.708538734	0.512271797	
HGNC:29237	WWC3	-0.653786378	0.096040169	
HGNC:676	ARHGAP6	-3.616539451	3.75E-06	
HGNC:29235	FAM184B	0.107889327	0.90339782	
HGNC:6862	MAP4	-1.133319451	0.006743933	
HGNC:17643	GOPC	-0.522944347	0.056923667	
HGNC:10261	ROS1	1.341825636	0.419268869	
HGNC:12625	USP28	0.131709494	0.729895032	
HGNC:14065	HDAC9	-3.087215468	1.05E-05	
HGNC:13594	TSPAN17	0.512133134	0.135612626	
HGNC:26934	NOP16	1.681583115	0.002335828	
HGNC:29253	CC2D2A	-1.169071497	0.001538779	
HGNC:17296	RRM2B	1.01997649	0.058462295	
HGNC:27267	ZNF800	-0.220739953	0.426686215	
HGNC:11913	TNFRSF17	-4.64631689	0.014453835	
HGNC:30542	SNX29	-1.714635181	0.000373758	
HGNC:6643	LMO3	-2.699908202	0.011922421	
HGNC:14502	MRPS10	0.460574044	0.180270346	
HGNC:18118	RSF1	-0.297533797	0.324988322	
HGNC:23595	VPS13D	-1.103874493	0.007568753	
HGNC:2550	CELF2	-4.632295234	5.09E-07	
HGNC:13247	FAM120A	0.184415565	0.527093912	
HGNC:9757	R3HDM1	0.255973607	0.470594037	
HGNC:2218	COL9A2	5.297558374	0.00144805	
HGNC:6343	KITLG	1.199393465	0.228160429	
HGNC:3439	ERCC8	-0.599580551	0.182039395	
 	ADAMTS6	-1.660766175	0.010302229	
HGNC:4795	H6PD	-1.92942439	2.74E-05	
HGNC:12644	VAMP3	-1.245466518	0.005107583	
HGNC:8847	PER3	-2.02331009	0.007045091	
HGNC:11924	TNFRSF9	0.454119749	0.60539928	
HGNC:18235	EPN3	4.33989431	0.004921796	
HGNC:6714	LTBP1	-2.247713386	0.000466299	
HGNC:9934	RCN1	-0.230827073	0.553294541	
HGNC:3327	ELN	-3.314283821	0.001300861	
HGNC:9970	RFC2	1.554946758	0.003998701	
HGNC:18040	ARID1B	-0.560890114	0.202576064	
HGNC:24308	CLPTM1L	0.805087258	0.028311034	
HGNC:7728	NEDD4L	1.194268678	0.056590629	
HGNC:6106	FOXP3	2.480863181	0.002975152	
HGNC:14944	PPP1R3F	1.570892324	0.032643764	
HGNC:4879	HEXB	-0.375162434	0.330222803	
HGNC:25734	PTCD2	-0.581164899	0.146018117	
HGNC:29433	NEXMIF	1.253507058	0.157263393	
HGNC:20184	JKAMP	0.290053397	0.538774282	
HGNC:2893	DKK3	-1.705017647	0.021790868	
HGNC:13209	ARHGEF5	0.629095108	0.270896972	
HGNC:7783	NFE2L3	1.301135934	0.053739389	
HGNC:21097	MCUR1	0.555634319	0.103521314	
HGNC:24636	LIMA1	-1.445407947	0.027128072	
HGNC:24241	LETMD1	-0.866097637	0.066051135	
HGNC:11034	SLC4A8	3.637624302	0.001843737	
HGNC:6494	LAMC3	-0.954582282	0.388053782	
HGNC:9595	PTGER3	-2.570626271	0.022416275	
HGNC:19315	TNIP3	-0.665012142	0.461558458	
HGNC:6886	MAPK9	0.16943235	0.630752076	
HGNC:22990	COL23A1	-0.081816933	0.921079677	
HGNC:971	BCAR1	0.766198843	0.079835886	
HGNC:25378	FAM160A2	0.096457493	0.748867522	
HGNC:13744	HERPUD1	-0.096959785	0.817142017	
HGNC:17514	HOMER3	1.365467761	0.087014344	
HGNC:9817	RAD51	2.160644886	0.001801838	
HGNC:9186	POLQ	2.224803562	0.014269865	
HGNC:8976	PIK3CB	-0.222813376	0.377955881	
HGNC:2577	CYBA	0.845233236	0.10474032	
HGNC:19072	THOC3	1.709244815	0.000933138	
HGNC:15716	HEBP2	-1.195843126	0.017956583	
HGNC:7215	MPHOSPH9	-0.466521307	0.282386945	
HGNC:30036	PLEKHA5	0.151411397	0.701807178	
HGNC:9491	PRSS8	4.020486364	0.01473685	
HGNC:26119	SIKE1	-0.491582507	0.129430465	
HGNC:29100	RRP12	1.41609993	0.001003524	
HGNC:29280	FNIP2	-2.018951472	0.009254916	
HGNC:10545	MSMO1	1.416958745	0.001757096	
HGNC:25596	TTC17	0.20607125	0.530997648	
HGNC:450	ALX4	-1.80169762	0.253700582	
HGNC:21389	FSTL4	5.163624776	0.000460817	
HGNC:1928	FOXN3	-2.678870651	6.39E-05	
HGNC:21566	METTL24	-3.021238004	0.009069392	
HGNC:389	AKR7A2	0.816104016	0.135106772	
HGNC:18477	MRTO4	1.064586274	0.016507348	
HGNC:7860	NNAT	-5.681647324	9.30E-06	
HGNC:30882	USE1	0.867572682	0.059767354	
HGNC:30319	MCF2L2	1.06458953	0.381076757	
HGNC:23078	NRIP2	-1.662041948	0.002009008	
HGNC:6483	LAMA3	-1.343269655	0.196674575	
HGNC:20192	AP5M1	-0.097596769	0.801499943	
HGNC:19990	ANAPC4	-0.271177888	0.389558848	
HGNC:6294	KCNQ1	-0.206001023	0.747398583	
HGNC:19942	TRAPPC3	0.282484517	0.36646344	
HGNC:22964	THRAP3	-0.086712451	0.724432951	
HGNC:30033	PHPT1	1.198379571	0.019591193	
HGNC:3364	ENTPD2	2.421377854	0.03992455	
HGNC:6729	LY75	-0.240757226	0.732120609	
HGNC:15550	ARID4B	0.245375727	0.424533423	
HGNC:14007	OPN3	0.421632105	0.50607668	
HGNC:10671	SDCCAG8	0.28280313	0.30749609	
HGNC:9676	PTPRN	8.030680907	0.001911087	
HGNC:18270	HHAT	1.895692594	0.023900161	
HGNC:16636	KIF1B	-0.702473443	0.015367534	
HGNC:3800	FOXC1	0.279064851	0.808938622	
HGNC:1309	TBC1D22A	0.073666693	0.800922922	
HGNC:17084	SYNE2	-1.761243785	0.000933036	
HGNC:17733	PLEKHH1	0.417202119	0.509399548	
HGNC:13540	ATP9A	-1.064869041	0.158820053	
HGNC:16231	CBLN4	-2.360702791	0.119109407	
HGNC:24168	CHRDL2	0.705544527	0.460256877	
HGNC:28999	FAM168A	-0.617414534	0.025263517	
HGNC:13764	RELT	1.093909914	0.093853158	
HGNC:4115	GALC	-0.389931133	0.47859797	
HGNC:29926	NOP58	1.110326534	0.00424972	
HGNC:30232	SZRD1	0.219343481	0.414790271	
HGNC:6251	KCNH2	5.592114403	0.002829281	
HGNC:2551	CUL1	-0.187892636	0.587985283	
HGNC:1333	FAM114A2	-0.211917966	0.616091127	
HGNC:13760	CYFIP2	2.356256284	0.003389885	
HGNC:17075	TAB2	-0.729148274	0.10493129	
HGNC:21074	GINM1	-1.053839831	0.003221434	
HGNC:9437	EIF2AK2	-0.352364578	0.320215677	
HGNC:20062	USP36	0.52448536	0.183400195	
HGNC:13726	KMT2C	-1.049121384	0.014811827	
HGNC:13358	MCOLN3	-0.059711599	0.954547337	
HGNC:29400	CCDC85A	-4.409944065	2.84E-06	
HGNC:14958	PUM2	0.068619632	0.784792447	
HGNC:14517	MRPL43	0.800978476	0.005637392	
HGNC:6169	ITIH4	-0.0611348	0.918615476	
HGNC:6166	ITIH1	-1.258017353	0.288557258	
HGNC:26051	HPF1	-0.085949309	0.799288375	
HGNC:17277	ZFR	-0.378776045	0.217984686	
HGNC:25955	ZNF280C	0.113555282	0.820642263	
HGNC:4525	NPFFR2	1.123918271	0.282682404	
HGNC:25161	PHF21B	6.638369071	0.002397746	
HGNC:12031	TRAF1	-0.961462901	0.019879788	
HGNC:21461	RC3H2	-0.984153857	0.020826331	
HGNC:18015	IL17RB	1.585551976	0.072588655	
HGNC:1343	TRAF3IP2	-0.006340915	0.987792655	
HGNC:4700	GYG2	-6.618485166	5.69E-06	
HGNC:24627	DCBLD2	-1.024214245	0.01161973	
HGNC:10569	SERPINB3	2.112777269	0.29018006	
HGNC:11177	SOAT1	-0.37583059	0.487865006	
HGNC:9024	PKP2	1.627056945	0.062512558	
HGNC:7327	MSH4	-0.477346335	0.505658577	
HGNC:3544	F7	2.761354241	0.058802126	
HGNC:4227	GDI2	-0.148219454	0.582020273	
HGNC:9346	PRDM1	-0.840227047	0.07870944	
HGNC:589	ATG5	-0.526667369	0.105682823	
HGNC:29199	TMCC3	-1.975252999	0.015951961	
HGNC:25022	PITHD1	0.426231503	0.295738752	
HGNC:23784	MTA3	0.914444884	0.006105484	
HGNC:12611	USP13	-0.490808595	0.310885543	
HGNC:13553	ATP11B	-1.396995204	0.099463209	
HGNC:6493	LAMC2	-1.316754395	0.280674402	
HGNC:8883	CDK14	-1.024618066	0.100364199	
HGNC:18276	SEC61A1	1.021352581	0.010052419	
HGNC:7618	PPP1R12A	-0.609525536	0.07607396	
HGNC:9875	RASGRF1	1.332058943	0.196189665	
HGNC:1461	CAMK2B	4.008395652	0.001749715	
HGNC:21299	CROCC	0.690839497	0.142540249	
HGNC:30347	POLR3E	0.806652617	0.010284793	
HGNC:817	ATP2B4	-1.752520103	0.002068741	
HGNC:29093	ZC3H11A	-0.388871913	0.184122957	
HGNC:18999	RIOK2	0.193663784	0.54703166	
HGNC:25231	YIPF1	0.955896175	0.014948628	
HGNC:25525	NDC1	0.605461669	0.11008801	
HGNC:2853	DGKG	0.382762997	0.677725824	
HGNC:25404	FLYWCH1	0.189210456	0.523086674	
HGNC:14184	UNKL	-0.483240315	0.189220287	
HGNC:11609	TBXAS1	-1.145956385	0.067799266	
HGNC:21919	PARP12	0.623450062	0.222331303	
HGNC:9722	ALDH18A1	1.145875965	0.001930515	
HGNC:11568	TARBP1	1.203556048	0.001027003	
HGNC:8849	GATB	0.051437057	0.892236703	
HGNC:6761	MXD1	2.024362501	0.044455301	
HGNC:8750	CDK17	-0.062259878	0.883312983	
HGNC:34187	DNAJC25	-0.405369985	0.293491927	
HGNC:11007	SLC2A3	-1.58865775	0.029253579	
HGNC:9507	PSD	3.346626484	0.006162127	
HGNC:2498	CTDP1	0.674058059	0.046064032	
HGNC:2428	YBX3	-0.983729361	0.044411221	
HGNC:18889	STYK1	2.212107325	0.024682637	
HGNC:14540	WNK1	-0.407071324	0.247371913	
HGNC:24236	CCAR1	0.875325594	0.005953542	
HGNC:15768	OGFR	1.152448331	0.022466742	
HGNC:4383	GNA15	0.971664709	0.146224686	
HGNC:26031	PIGV	0.186128636	0.633993906	
HGNC:9683	PTPRU	-0.098772656	0.854860833	
HGNC:30857	SNRNP40	0.306110227	0.266404822	
HGNC:30339	RIMBP2	-4.62992379	0.0001131	
HGNC:2186	COL11A1	4.239817068	0.000572238	
HGNC:26154	QSER1	-0.330744157	0.380481213	
HGNC:21606	MPC1	-0.856147269	0.027529601	
 	ACAA1	0.917878557	0.04082321	
HGNC:976	BCAT1	-2.606307258	0.000147022	
HGNC:14067	HDAC7	-0.374228298	0.347165914	
HGNC:13861	LZTS1	-0.684030601	0.2850427	
HGNC:9350	PRDM6	-2.870150619	0.000171329	
HGNC:11214	SPAG4	2.473499551	0.002835131	
HGNC:7666	NCKAP1	-0.459152019	0.123435869	
HGNC:16635	MRPS35	0.920941949	0.014148617	
HGNC:4687	GUCY1B1	-1.75018035	0.002602694	
HGNC:10790	SFSWAP	0.448730853	0.144203413	
HGNC:19297	TNK2	1.442934879	0.013083966	
HGNC:29177	MON2	-0.714064545	0.053280632	
HGNC:1762	CDH3	0.561170527	0.715385977	
HGNC:29520	GPBP1	0.014435354	0.961527888	
HGNC:16940	DGAT2	-4.559951722	0.00063867	
HGNC:12892	ZNF112	0.131530951	0.749695689	
HGNC:2422	CS	-1.148585808	0.031194437	
HGNC:6721	LTK	-0.47270415	0.674477255	
HGNC:14510	MRPS24	1.13577485	0.044624802	
HGNC:17233	ELMO2	0.310534849	0.469096534	
HGNC:23293	WAPL	-0.068070861	0.82870982	
HGNC:29559	VMP1	1.231220977	0.010070101	
HGNC:622	APPBP2	-0.261546415	0.503283899	
HGNC:9175	POLD1	1.620505529	0.005687922	
HGNC:15955	SEZ6	7.122320867	0.010070999	
HGNC:3285	EIF4B	-0.624487866	0.060429422	
HGNC:13622	SLC6A16	-0.7350655	0.496978685	
HGNC:4332	BICRA	1.261059039	0.00374972	
HGNC:18859	SPHK2	1.238762613	0.014272199	
HGNC:10310	RPL18	1.412480432	0.009362388	
HGNC:1370	CA11	0.908976123	0.133670189	
HGNC:26278	ISOC2	1.22022652	0.006328443	
HGNC:23156	U2AF2	1.271004035	0.00058474	
HGNC:21604	EPN1	0.98329767	0.007803876	
HGNC:23074	MED29	0.812848246	0.003419676	
 	AHRR	1.367333583	0.111853533	
HGNC:13069	ZNF275	-0.026227989	0.935410113	
HGNC:7449	MTMR1	0.671966456	0.037828537	
HGNC:4449	GPC1	0.7461636	0.123488107	
 	ADCK1	0.069267473	0.854401205	
HGNC:4805	HAGH	1.379351397	0.009798101	
HGNC:10067	RNF4	0.330345738	0.175237862	
HGNC:1509	CASP8	-0.421332171	0.219461595	
HGNC:29191	LIMCH1	-1.576425979	0.012235843	
HGNC:20174	INTS13	1.011552525	0.002774732	
HGNC:23049	TM7SF3	0.00490761	0.990098733	
HGNC:2916	DLX3	2.208259441	0.064597373	
HGNC:11210	SPA17	1.971587288	0.008450228	
HGNC:13410	TSPAN32	-1.107114075	0.106366427	
HGNC:12770	WISP2	-4.276872228	0.000332572	
HGNC:13909	DMRT3	-3.729691675	0.000175157	
HGNC:18080	ST3GAL6	-2.804618427	0.000238794	
HGNC:29103	ATP2C2	4.454538102	0.011152602	
HGNC:7809	NGFR	-3.368325827	0.000422122	
HGNC:17104	CDON	-1.407675819	0.108324086	
HGNC:11536	TAF2	0.347110071	0.463406265	
HGNC:14402	HIPK2	-1.148767185	0.045771047	
HGNC:17103	TNPO3	-0.356161708	0.173486461	
HGNC:39979	BORCS8-MEF2B	0.158710286	0.798037492	
HGNC:9987	RFXANK	1.452016202	0.003722092	
HGNC:26020	TMEM161A	1.333784522	0.000810817	
HGNC:3168	LPAR2	2.388845909	0.002163657	
HGNC:9251	CTSA	0.280116472	0.533986645	
HGNC:18641	SUGP2	0.326602046	0.34511127	
HGNC:10911	SLC12A2	1.573284196	0.182186838	
HGNC:21533	SNX24	-0.755437717	0.188978681	
HGNC:3520	EYA2	0.69579834	0.443930063	
HGNC:2156	CNN2	-0.593281312	0.252688694	
 	ABCA7	0.900414173	0.073887144	
HGNC:11139	SNCAIP	-2.676176402	0.022489803	
HGNC:2743	DDX20	0.089903314	0.778438723	
HGNC:1120	BTBD1	-0.569516982	0.085621729	
HGNC:25531	FAR2	0.670559048	0.481162008	
HGNC:974	BCAS1	5.144996925	0.004255382	
HGNC:9210	POU1F1	0.896647902	0.229630953	
HGNC:1933	CHI3L2	0.016754502	0.982493663	
HGNC:29158	SBNO2	0.780189478	0.064292873	
HGNC:9121	PMS1	-0.207817344	0.454465284	
HGNC:5002	HMG20B	1.611138093	6.17E-05	
HGNC:16709	CALCRL	-3.4687653	0.002381027	
HGNC:11544	TAF11	0.593386558	0.072393102	
HGNC:20961	ANKS1A	-0.387769725	0.293156981	
HGNC:568	AP3D1	0.628626247	0.107873415	
HGNC:13149	ZNF76	0.59510656	0.040582196	
HGNC:11076	SLC9A3R2	0.294248969	0.527805354	
HGNC:8028	NTHL1	1.687609256	0.007292979	
HGNC:21216	UHRF1BP1	-0.289228174	0.491812755	
HGNC:4387	GNAI3	-0.044634322	0.888519457	
HGNC:6402	IPO5	-1.244984604	0.000407292	
HGNC:8091	OAT	0.592199542	0.140954123	
HGNC:12755	WDR3	0.18962348	0.544278787	
HGNC:9406	PKN2	-1.044202896	0.020713866	
HGNC:17956	WDR18	1.318108695	0.002716335	
HGNC:16855	TRAM2	-2.170158742	5.50E-05	
HGNC:8029	NTN1	-3.400126401	0.000171024	
HGNC:4325	GLP2R	-6.962467789	2.73E-06	
HGNC:18043	MCM10	2.838211903	0.003056324	
HGNC:2849	DGKA	0.005815933	0.991531204	
HGNC:3431	ERBB3	2.587641296	0.033857403	
HGNC:17692	ROPN1	1.91247151	0.427649924	
HGNC:25259	ANKRD44	-1.771282025	0.001424636	
HGNC:6215	KARS	-0.060486863	0.834825666	
 	ADAT1	-0.204872273	0.610446584	
HGNC:24811	PDIA5	0.474099025	0.30048315	
HGNC:21602	TBC1D22B	0.548244436	0.072321925	
HGNC:7699	NDUFB4	1.346730551	0.004001418	
HGNC:17575	SPEN	-0.867893449	0.019258787	
HGNC:7590	MYLK	-2.728868396	0.001051115	
HGNC:29528	ZC3H15	0.356881375	0.205535309	
HGNC:6844	MAP2K4	0.496707434	0.313943936	
HGNC:25593	TMEM206	1.916162963	0.002401434	
HGNC:14986	SNAP91	4.963874212	0.019868302	
HGNC:11088	SLK	-1.038598415	0.007060988	
HGNC:20147	CYB5R4	-0.493564405	0.282636446	
HGNC:2194	COL17A1	-3.408356658	0.069668691	
HGNC:23064	GSTO2	1.812422911	0.09632997	
HGNC:17702	SEC61A2	0.984223781	0.017341388	
HGNC:9410	PRKCQ	-2.026683701	0.011484909	
HGNC:11838	TLE2	-0.945195547	0.049360191	
HGNC:16011	ASB1	-0.945108507	0.007211917	
HGNC:23726	FAM107B	1.425807533	0.162722077	
HGNC:6983	ME1	-2.547678284	0.00020406	
HGNC:11578	TBC1D1	-0.818356099	0.062746343	
HGNC:1733	CDK13	0.043621727	0.878067981	
HGNC:7434	MTHFD2	1.028583912	0.002683435	
HGNC:17123	SLC9A7	0.501983297	0.555166444	
HGNC:24818	FOXJ2	-0.753219411	0.024701335	
HGNC:8014	YBX1	-0.063415102	0.900000167	
HGNC:8780	PDE4A	1.24704695	0.158506842	
HGNC:9309	PPP2R5A	-0.342988599	0.363541507	
HGNC:2510	CTNNA2	6.563001141	0.010672168	
HGNC:3312	ELAVL1	0.772560197	0.00298102	
HGNC:11809	TIE1	-2.339981205	0.000405123	
HGNC:29284	DIP2B	-0.086260711	0.828840965	
HGNC:11106	SMARCD1	-5.74E-05	0.999804529	
HGNC:22978	KDM4A	0.20260072	0.495251214	
HGNC:7806	NFYC	0.551771741	0.100172348	
HGNC:21192	ZMYND12	0.53919645	0.220017702	
HGNC:11073	SLC9A3	1.092899192	0.304944953	
HGNC:7807	NGEF	0.54298369	0.593937783	
HGNC:19048	ASPM	2.584650008	0.021715394	
HGNC:1704	CD84	-2.834512275	0.00041747	
HGNC:14418	ELOVL1	0.103193826	0.69185575	
HGNC:11241	SPI1	-1.557423547	0.008012741	
HGNC:13182	ZNRD1	0.836629504	0.031000798	
HGNC:1180	MPPED2	-0.573427101	0.608808745	
HGNC:2039	CLDN18	-2.354099181	0.004799978	
HGNC:16740	ZBTB11	-0.10213774	0.697315267	
HGNC:7106	ATXN3	-0.989158789	0.002849358	
HGNC:4428	GOLGA5	0.29241726	0.36469939	
HGNC:3689	FGFR2	0.307917526	0.72604148	
HGNC:26004	LRRC40	-0.384435663	0.291064577	
HGNC:24254	ISOC1	0.255471324	0.807585222	
HGNC:3330	EML1	-2.340743746	0.003509055	
HGNC:21080	TRMT11	-0.318257673	0.39377227	
HGNC:23807	THUMPD1	0.058219747	0.890606632	
HGNC:23370	MSANTD3	0.271315558	0.562514572	
HGNC:20226	KIF26A	-2.256571872	0.008563474	
HGNC:20187	ATG2B	-0.602170054	0.142923099	
HGNC:15772	ARFGEF1	0.85345835	0.206615003	
 	ACSM2B	-6.543466282	5.03E-05	
HGNC:19899	ZFAT	0.674748739	0.056125841	
HGNC:29510	MTFR1	0.542407285	0.235583162	
HGNC:11356	STAG3	-0.307978849	0.612308316	
HGNC:3647	FECH	-0.378513229	0.275434695	
HGNC:7608	MYO9A	-1.203085134	0.02416541	
HGNC:2699	DDX3Y	2.575599136	0.169352679	
HGNC:8878	PFKP	0.455345947	0.488616404	
HGNC:5387	IDI1	0.493003118	0.11718452	
HGNC:11206	SP100	-0.903428161	0.012852131	
HGNC:2235	KLF6	-1.622768308	0.00695082	
HGNC:9228	PLPP1	-2.959621916	5.10E-06	
HGNC:7754	NEO1	-0.560154012	0.396904883	
HGNC:20568	TRAM1	0.220382208	0.655986835	
HGNC:8925	PHKA1	0.760121019	0.05588237	
HGNC:11916	TNFRSF1A	-0.771481155	0.032018483	
HGNC:1401	CACNB1	2.317977942	0.018794487	
HGNC:3501	EVI5	-1.463087	0.003212669	
HGNC:14560	STOML1	0.3223086	0.415272576	
HGNC:9021	PKM	1.35106308	0.018459203	
HGNC:15815	DHX29	0.040712519	0.906012568	
HGNC:24013	DNTTIP2	0.019325816	0.943236098	
HGNC:28368	METTL22	-0.335534225	0.301622479	
HGNC:11999	TP53BP1	-0.299872494	0.449272771	
HGNC:12326	TRO	-0.981918266	0.115462958	
HGNC:24255	RRP15	0.461025869	0.169778409	
HGNC:667	RHOA	-0.539062375	0.21442305	
HGNC:2749	DHX8	0.190127557	0.536413832	
HGNC:9129	PMS2P4	-0.398564922	0.390820228	
HGNC:9412	PRKCZ	2.182476356	0.023468635	
HGNC:29685	IARS2	-0.097007945	0.751908165	
HGNC:11509	SYT1	3.947016938	0.036665287	
HGNC:15998	NAV3	-0.306971629	0.792123345	
HGNC:5386	IDH3G	0.725452189	0.077317569	
HGNC:29478	ROGDI	2.40002219	8.76E-05	
HGNC:21167	PDZD4	-0.992532011	0.069887968	
HGNC:10251	ROCK1	-1.427854329	0.000981778	
HGNC:1539	CBFB	0.187306037	0.576937407	
HGNC:8811	PDK3	1.29853943	0.008290608	
HGNC:5321	HYAL2	0.060315973	0.878894953	
HGNC:14063	HDAC4	-1.653013438	8.22E-05	
HGNC:9882	RASSF1	-0.479349268	0.187258594	
HGNC:3690	FGFR3	2.044301467	0.074522093	
HGNC:5399	IFI35	0.570006576	0.120915265	
HGNC:24076	HEATR6	0.623697731	0.138422045	
HGNC:29932	COASY	1.492408435	0.00046978	
HGNC:26105	PLEKHH3	1.195754358	0.005920649	
HGNC:6993	MEF2A	-1.120875285	0.025534374	
HGNC:25402	OTUD5	0.423357984	0.174415036	
HGNC:11752	TFE3	-1.082255107	0.001719413	
HGNC:8092	TBC1D25	-0.00669586	0.981738659	
 	ACSL4	-2.891886948	7.37E-05	
HGNC:6076	INPP5A	-0.709594108	0.044393056	
HGNC:30677	GPKOW	0.598103498	0.055707904	
HGNC:18706	GRIPAP1	0.871933132	0.013048389	
HGNC:13254	FTSJ1	0.902625609	0.01322834	
HGNC:25619	PRR11	1.781564836	0.017076768	
HGNC:25786	REEP1	1.506829299	0.076424126	
HGNC:13552	ATP11A	-1.644326165	0.000103976	
HGNC:17264	POLR1A	0.468247445	0.189569196	
HGNC:6924	LAPTM4A	-0.622826085	0.039516732	
HGNC:19750	TTC7A	-1.002066084	0.02984696	
HGNC:17313	IP6K2	0.526094106	0.168655842	
HGNC:30651	STON1-GTF2A1L	-6.758489524	0.000305208	
HGNC:25521	SRBD1	-0.297155951	0.247306074	
HGNC:6318	KIF2A	-0.755882405	0.066806627	
HGNC:9879	RASGRP2	-2.949131065	7.77E-05	
